location_code,location_name,average_rating
Q007,P.S. 007 Louis F. Simeone,7.380952380952381
Q008,J.H.S. 008 Richard S. Grossley,7.222222222222222
Q009,P.S. 009,6.767441860465116
Q010,I.S. 010 Horace Greeley,7.302083333333333
Q011,P.S. 011 Kathryn Phelan,7.694444444444445
Q012,P.S. 012 James B. Colgate,7.507936507936508
Q013,P.S. 013 Clement C. Moore,7.471544715447155
Q014,P.S. 014 Fairview,7.3108108108108105
Q015,P.S. 015 Jackie Robinson,7.028639618138425
Q016,P.S. Q016 The Nancy DeBenedittis School,7.624
Q017,P.S. 017 Henry David Thoreau,7.251533742331288
Q018,P.S. 018 Winchester,7.083969465648855
Q019,P.S. 019 Marino Jeantet,7.635658914728682
Q020,P.S. 020 John Bowne,7.17877094972067
Q021,P.S. 021 Edward Hart,
Q022,P.S. 022 Thomas Jefferson,7.141414141414141
Q023,P.S. Q023 @ Queens Children Center,7.282051282051282
Q024,P.S. 024 Andrew Jackson,7.259124087591241
Q024,P.S. 024 Andrew Jackson,7.259124087591241
Q025,I.S. 025 Adrien Block,6.666666666666667
Q026,P.S. 026 Rufus King,6.700854700854701
Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,7.59349593495935
Q029,P.S. 029 Queens,6.209302325581396
Q030,P.S. 030 Queens,7.304964539007092
Q031,P.S. 031 Bayside,7.05
Q032,P.S. 032 State Street,6.896103896103896
Q033,P.S. 033 Edward M. Funk,7.216494845360825
Q034,P.S. 034 John Harvard,7.285714285714286
Q035,P.S. 035 Nathaniel Woodhull,7.403794037940379
Q036,P.S. 036 Saint Albans School,6.830188679245283
Q037,Cynthia Jenkins School,7.197761194029851
Q038,P.S. 038 Rosedale,6.983333333333333
Q040,P.S. 040 Samuel Huntington,7.2631578947368425
Q041,P.S. 041 Crocheron,6.826347305389222
Q042,P.S./M.S 042 R. Vernam,7.385714285714286
Q043,P.S. 043,8.08695652173913
Q045,P.S. 045 Clarence Witherspoon,7.1
Q046,P.S. 046 Alley Pond,
Q047,P.S. 047 Chris Galas,
Q048,P.S. 048 William Wordsworth,7.6461538461538465
Q049,P.S. 049 Dorothy Bonawit Kole,7.020833333333333
Q050,P.S. 050 Talfourd Lawn Elementary School,6.732142857142857
Q051,P.S. 051,6.177914110429448
Q052,P.S. 052 Queens,7.3059701492537314
X177,Mott Hall Charter School,7.400749063670412
Q053,M.S. 053 Brian Piccolo,6.7153846153846155
Q054,P.S. 054 Hillside,6.5
Q055,P.S. 055 Maure,6.366336633663367
Q056,P.S. 056 Harry Eichler,6.425742574257426
Q058,P.S. 58 - The School of Heroes,9.0
Q059,I.S. 059 Springfield Gardens,7.044520547945205
Q060,P.S. 060 Woodhaven,7.56390977443609
Q061,I.S. 061 Leonardo Da Vinci,7.433333333333334
Q062,P. S. 62 - Chester Park School,6.69620253164557
Q063,P.S. 063 Old South,7.646551724137931
Q064,P.S. 064 Joseph P. Addabbo,7.526666666666666
Q065,P.S. 65 - The Raymond York Elementary School,7.2
Q066,P.S. 066 Jacqueline Kennedy Onassis,7.178082191780822
Q067,J.H.S. 067 Louis Pasteur,
Q068,P.S. 068 Cambridge,6.981884057971015
Q069,P.S. 069 Jackson Heights,7.414893617021277
Q070,P.S. 070,7.292307692307692
Q070,P.S. 070,7.292307692307692
Q071,P.S. 071 Forest,7.343434343434343
Q072,Catherine & Count Basie Middle School 72,7.292857142857143
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,9.0
Q074,J.H.S. 074 Nathaniel Hawthorne,7.176470588235294
Q075,Robert E. Peary School,7.174647887323943
Q076,P.S. 076 William Hallet,7.053571428571429
Q077,I.S. 077,7.1017964071856285
Q078,P.S./I.S. 78Q,6.913793103448276
Q079,P.S. 079 Francis Lewis,
Q080,PS 80  The Thurgood Marshall Magnet School of Mult,7.341836734693878
Q081,P.S. 81Q Jean Paul Richter,7.306406685236769
Q342,Rochdale Early Advantage Charter School,7.286885245901639
Q082,P.S. 082 Hammond,7.254980079681275
Q083,Central Queens Academy Charter School,7.452554744525547
Q084,P.S. 084 Steinway,7.279411764705882
Q085,P.S. 085 Judge Charles Vallone,7.265060240963855
Q086,P.S. Q086,7.506172839506172
Q087,P.S./I.S. 087 Middle Village,6.9801324503311255
Q088,P.S. 088 Seneca,6.915384615384616
Q089,P.S. 089 Elmhurst,7.558441558441558
Q090,P.S. 090 Horace Mann,6.705035971223022
Q091,P.S. 091 Richard Arkwright,6.732620320855615
Q092,P.S. 092 Harry T. Stewart Sr.,7.44
Q093,I.S. 093 Ridgewood,7.102564102564102
Q094,P.S. 094 David D. Porter,
Q095,P.S. 095 Eastwood,7.2642487046632125
Q096,P.S. 096,7.67906976744186
Q097,P.S. 097 Forest Park,6.857142857142857
Q098,P.S. 098 The Douglaston School,7.371428571428571
Q099,P.S. 099 Kew Gardens,6.868421052631579
Q100,P.S. 100 Glen Morris,7.145833333333333
Q101,P.S. 101 School in the Gardens,7.321100917431193
Q102,P.S. 102 Bayview,7.37037037037037
Q104,P.S. 104 The Bays Water,7.061538461538461
Q105,P.S. 105 The Bay School,7.576923076923077
Q106,Lighthouse Elementary School,7.472222222222222
Q107,P.S. 107 Thomas A Dooley,6.983805668016195
Q108,P.S. 108 Captain Vincent G. Fowler,6.901234567901234
Q109,Jean Nuzzi Intermediate School,6.7993421052631575
Q110,P.S. 110,7.566666666666666
Q111,P.S. 111 Jacob Blackwell,6.852564102564102
Q112,P.S. 112 Dutch Kills,6.927083333333333
Q113,P.S./I.S. 113 Anthony J. Pranzo,6.988505747126437
Q114,P.S./M.S. 114 Belle Harbor,
Q115,The James J. Ambrose School,8.014285714285714
Q116,P.S./I.S. 116 William C. Hughley,6.8076923076923075
Q117,P.S. 117 J. Keld / Briarwood School,7.426229508196721
Q118,P.S. 118 Lorraine Hansberry,7.053658536585366
Q119,P.S./I.S. 119 The Glendale,6.885714285714286
Q120,P.S. 120 Queens,7.346938775510204
Q121,P.S. 121 Queens,6.515384615384615
Q122,P.S. 122 Mamie Fay,6.7
Q123,P.S. 123,7.473333333333334
Q124,P.S. 124 Osmond A Church,7.71875
Q125,I.S. 125 Thom J. McCann Woodside,7.287234042553192
Q126,Albert Shanker School for Visual and Performing Ar,7.173652694610778
Q127,P.S. 127 Aerospace Science Magnet School,7.515151515151516
Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",6.764705882352941
Q129,P.S. 129 Patricia Larkin,6.5394736842105265
Q130,P.S. 130,6.809523809523809
Q131,P.S. 131 Abigail Adams,7.404040404040404
Q132,P.S. 132 Ralph Bunche,6.9714285714285715
Q133,P.S. 133 Queens,7.771186440677966
Q134,P.S. 134 Hollis,7.113960113960114
Q135,The Bellaire School,6.799242424242424
Q136,P.S. 136 Roy Wilkins,6.964953271028038
Q137,M.S. 137 America's School of Heroes,7.408333333333333
Q138,P.S./M.S. 138 Sunrise,6.404494382022472
Q139,P.S. 139 Rego Park,7.345971563981043
Q364,Academy Of Humanities And Applied Science At The W,7.316582914572864
Q140,P.S. 140 Edward K Ellington,7.0
Q141,I.S. 141 The Steinway,7.333333333333333
Q143,P.S. 143 Louis Armstrong,7.438356164383562
Q144,P.S. 144 Col Jeromus Remsen,7.3931623931623935
Q145,I.S. 145 Joseph Pulitzer,7.190476190476191
Q146,P.S. 146 Howard Beach,7.526315789473684
Q147,P.S./M.S. 147 Ronald McNair,6.955414012738854
Q148,P.S. 148 Queens,7.31404958677686
Q149,P.S. 149 Christa McAuliffe,7.452830188679245
Q150,P.S. 150 Queens,7.245098039215686
Q151,P.S. 151 Mary D. Carter,7.369047619047619
Q152,P.S. 152 Gwendoline N. Alleyne School,7.422535211267606
Q153,P.S. 153 Maspeth Elem,7.108108108108108
Q154,P.S. 154 Queens,6.964285714285714
Q155,P.S. 155,7.6455696202531644
Q156,P.S. 156 Laurelton,6.928571428571429
Q157,J.H.S. 157 Stephen A. Halsey,7.271428571428571
Q158,M.S. 158 Marie Curie,7.107954545454546
Q159,P.S. 159,6.698412698412699
Q160,P.S. 160 Walter Francis Bishop,7.359649122807017
Q161,P.S. 161 Arthur Ashe School,6.031578947368421
Q162,P.S. 162 John Golden,6.863354037267081
Q163,P.S. 163 Flushing Heights,7.4655172413793105
Q164,P.S. 164 Queens Valley,7.081081081081081
Q165,P.S. 165 Edith K. Bergtraum,7.246268656716418
Q166,P.S. 166 Henry Gradstein,7.068376068376068
Q167,Metropolitan Expeditionary Learning School,7.183098591549296
Q168,JHS 168 The Parsons,6.895027624309392
Q169,P.S. 169 Bay Terrace,
Q170,Peninsula Preparatory Academy Charter School,6.734848484848484
Q171,P.S. 171 Peter G. Van Alst,7.262626262626263
Q172,Irwin Altman Middle School 172,7.76
Q173,P.S. 173 Fresh Meadows,6.99
Q174,P.S. 174 William Sidney Mount,7.407563025210084
Q175,P.S. 175 The Lynn Gross Discovery School,7.288209606986899
Q176,P.S. 176 Cambria Heights,7.46875
Q177,P.S. Q177,6.854460093896714
Q178,P.S./ IS 178 Holliswood,7.148648648648648
Q180,MS 180 Gerald R. Dever Ms,7.660377358490566
Q181,P.S. 181 Brookfield,6.615384615384615
Q182,P.S. 182 Samantha Smith,7.694835680751174
Q183,P.S. 183 Dr. Richard R. Green,7.382022471910112
Q184,P.S. 184 Flushing Manor,
Q185,J.H.S. 185 Edward Bleeker,
Q186,P.S. 186 Castlewood,7.317073170731708
Q188,P.S. 188 Kingsbury,6.580645161290323
Q189,J.H.S. 189 Daniel Carter Beard,7.166666666666667
Q190,J.H.S. 190 Russell Sage,7.420382165605096
Q191,P.S. 191 Mayflower,7.89
Q192,I.S. 192 The Linden,7.091205211726384
Q193,P.S. 193 Alfred J. Kennedy,
Q194,J.H.S. 194 William Carr,
Q195,P.S. 195 William Haberle,6.5
Q196,P.S. 196 Grand Central Parkway,7.160919540229885
Q197,P.S. 197 The Ocean School,6.514285714285714
Q198,JHS 198 Benjamin N Cardozo,7.48
Q199,P.S. 199 Maurice A. Fitzgerald,7.017667844522968
Q200,P.S./M.S. 200 - The Magnet School of Global Studie,7.0588235294117645
Q365,Global Scholars Academies Of Long Island City,7.135338345864661
Q201,P.S. 201 The Discovery School for Inquiry and Rese,7.5625
Q202,J.H.S. 202 Robert H. Goddard,7.205882352941177
Q203,P.S. 203 Oakland Gardens,7.833333333333333
Q204,I.S. 204 Oliver W. Holmes,6.855769230769231
Q205,P.S. 205 Alexander Graham Bell,
Q206,P.S. 206 The Horace Harding School,7.299516908212561
Q206,P.S. 206 The Horace Harding School,7.299516908212561
Q207,P.S. 207 Rockwood Park,7.389671361502347
Q208,P.S./I.S. 208,6.896551724137931
Q209,P.S. 209 Clearview Gardens,
Q210,J.H.S. 210 Elizabeth Blackwell,7.487341772151899
Q211,Elm Tree Elementary School,7.424
Q212,P.S. 212,7.1911764705882355
Q213,P.S. 213 The Carl Ullman School,
Q214,P.S. 214 Cadwallader Colden,6.0
Q215,P.S. 215 Lucretia Mott,6.895522388059701
Q216,J.H.S. 216 George J. Ryan,6.7611940298507465
Q217,J.H.S. 217 Robert A. Van Wyck,7.445783132530121
Q219,P.S. 219 Paul Klapper,7.416666666666667
Q220,P.S. 220 Edward Mandel,7.296969696969697
Q221,P.S. 221 The North Hills School,6.9
Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,7.568181818181818
Q223,P.S. 223 Lyndon B. Johnson,7.256756756756757
Q224,P.S. Q224,7.317073170731708
Q225,P.S. 225 Seaside,7.444444444444445
Q226,J.H.S. 226 Virgil I. Grissom,7.6740331491712706
Q227,I.S. 227 Louis Armstrong,7.446808510638298
Q228,The Ivan Lafayette Early Childhood School of the A,7.385416666666667
Q228,The Ivan Lafayette Early Childhood School of the A,7.385416666666667
Q229,P.S. 229 Emanuel Kaplan,7.633333333333334
Q230,I.S. 230,7.2406015037593985
Q231,I.S. 231 Magnetech 2000,7.362573099415204
Q232,P.S. 232 Lindenwood,7.117241379310345
Q233,P.S. Q233,7.183098591549296
Q234,P.S. 234,7.233695652173913
Q234,P.S. 234,7.233695652173913
Q235,Academy for New Americans,7.233695652173913
Q235,Academy for New Americans,7.233695652173913
Q236,International High School for Health Sciences,7.75
Q237,I.S. 237,7.235042735042735
Q238,I.S. 238 - Susan B. Anthony Academy,7.23963133640553
Q239,P.S. 239,7.158045977011494
Q240,Veritas Academy,7.0
Q241,Queens High School for Language Studies,7.0
Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,
Q243,Institute for Health Professions at Cambria Height,6.872093023255814
Q244,The Active Learning Elementary School,7.175141242937853
Q248,Queens Preparatory Academy,7.374331550802139
Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,6.9945054945054945
Q251,P.S. 251 Queens,7.362573099415204
Q252,"Queens School of Inquiry, The",6.9945054945054945
Q253,P.S. 253,6.554621848739496
Q254,P.S. 254 - The Rosa Parks School,7.208333333333333
Q255,P.S. Q255,6.9945054945054945
Q256,P.S. Q256,
Q258,Energy Tech High School,6.855769230769231
Q259,Pathways College Preparatory School: A College Boa,7.091205211726384
Q260,Frederick Douglass Academy VI High School,7.024793388429752
Q261,Voyages Prep - South Queens,7.008771929824562
Q262,Channel View School for Research,7.578947368421052
Q263,Flushing International High School,7.166666666666667
Q264,Academy of Finance and Enterprise,6.8745247148288975
Q265,Excelsior Preparatory High School,7.374331550802139
Q266,P.S./I.S. 266,6.96
Q267,High School of Applied Communication,6.8745247148288975
Q268,P.S./I.S. 268,7.233333333333333
Q270,The Gordon Parks School,7.267605633802817
Q272,George Washington Carver High School for the Scien,7.374331550802139
Q273,P.S. 273,7.107142857142857
Q274,Langston Hughes High School For Communication Arts,7.329787234042553
Q277,The Riverview School,7.038759689922481
Q280,P.S. 280,7.535714285714286
Q281,East-West School of International Studies,7.235042735042735
Q282,Knowledge and Power Preparatory Academy VI,7.024793388429752
Q283,Preparatory Academy for Writers: A College Board S,7.374331550802139
Q284,York Early College Academy,7.222222222222222
Q285,World Journalism Preparatory: A College Board Scho,6.666666666666667
Q286,"Young Women's Leadership School, Astoria",7.217741935483871
Q287,The Emerson School,7.222222222222222
Q289,Queens United Middle School,6.928571428571429
Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,7.366071428571429
Q291,Hunters Point Community Middle School,6.905063291139241
Q293,Civic Leadership Academy,7.7254901960784315
Q294,BELL Academy,
Q295,P.S./I.S. 295,7.375
Q296,Pan American International High School,7.7254901960784315
Q297,Hawtree Creek Middle School,7.6740331491712706
Q298,Middle Village Prep Charter School,6.7
Q299,Bard High School Early College Queens,6.8745247148288975
Q300,The 30th Avenue School (G&T Citywide),7.251533742331288
Q301,Academy for Careers in Television and Film,6.905063291139241
Q302,"Queens High School for Information, Research, and",7.024793388429752
Q303,The Academy for Excellence through the Arts,7.413793103448276
Q304,VOICE Charter School of New York,6.969465648854962
Q304,VOICE Charter School of New York,6.969465648854962
Q305,Learners and Leaders,7.383435582822086
Q306,New York City Academy for Discovery,7.424657534246576
Q307,Pioneer Academy,7.676258992805756
Q308,Robert H. Goddard High School of Communication Art,7.205882352941177
Q309,Academy of Medical Technology: A College Board Sch,7.024793388429752
Q366,College And Career Academies High School At Newtow,7.75
Q310,Queens Collegiate: A College Board School,7.497907949790795
Q311,Corona Arts & Sciences Academy,7.570247933884297
Q311,Corona Arts & Sciences Academy,7.570247933884297
Q312,Jamaica Children's School,7.2631578947368425
Q313,Benjamin Franklin High School for Finance & Inform,6.872093023255814
Q314,Epic High School - South,7.6740331491712706
Q315,Business Technology Early College High School,6.991379310344827
Q316,Queens Explorers Elementary School,7.571428571428571
Q317,Waterside Children's Studio School,7.444444444444445
Q318,Waterside School For Leadership,7.444444444444445
Q319,Village Academy,6.7153846153846155
Q320,New Visions Charter High School for Advanced Math,7.008771929824562
Q321,Growing Up Green Charter School,6.734177215189874
Q323,Scholars' Academy,7.581818181818182
Q388,New Dawn Charter High School II,7.76063829787234
Q324,Rockaway Park High School for Environmental Sustai,7.578947368421052
Q325,Hillside Arts & Letters Academy,7.497907949790795
Q326,Cambria Heights Academy,7.39031339031339
Q327,Eagle Academy for Young Men III,6.483333333333333
Q328,High School for Community Leadership,7.497907949790795
Q329,East Elmhurst Community School,7.372881355932203
Q330,Helen M. Marshall School,7.536231884057971
Q332,Redwood Middle School,7.292857142857143
Q333,Goldie Maple Academy,7.344827586206897
Q334,Epic High School - North,6.164319248826291
Q337,Success Academy Charter School - Rosedale - New Yo,6.345238095238095
Q338,Queens Satellite High School for Opportunity,7.633802816901408
Q339,Success Academy Charter School - Springfield Garde,7.044520547945205
Q340,Challenge Preparatory Charter School,7.036363636363636
Q341,Riverton Street Charter School,6.847417840375587
Q343,The Children's Lab School,7.234875444839858
Q346,New HS at Q400 (August Martin),7.008771929824562
Q349,The Queens School for Leadership and Excellence,7.658767772511848
Q350,Jamaica Gateway to the Sciences,7.497907949790795
Q351,Rockaway Collegiate High School,7.578947368421052
Q352,District 27 MS#1,7.385714285714286
Q354,The Jermaine L. Green STEM Institute of Queens,7.304964539007092
Q355,Collaborative Arts Middle School,7.362573099415204
Q356,Community Voices Middle School,7.362573099415204
Q358,M.S. 358,7.658767772511848
Q359,Academy of the City Charter School,7.404255319148936
Q360,P.S. 360,7.121076233183857
Q361,The Woodside Community School,7.683229813664596
Q362,Wave Preparatory Elementary School,6.895522388059701
Q363,RUPERT B. THOMAS ACADEMY AT THE FLUSHING CAMPUS,7.0
Q368,School Of Opportunities At The August Martin Campu,7.008771929824562
Q369,21ST CENTURY SCHOOL OF RICHMOND HILL,6.438144329896907
Q370,Future Leaders High School At The John Adams Campu,7.2
Q370,Future Leaders High School At The John Adams Campu,7.2
Q372,Growing Up Green Charter School II,7.406593406593407
Q373,New Visions Charter High School for the Humanities,7.578947368421052
Q374,Success Academy Charter School - South Jamaica,7.497354497354498
Q375,Success Academy Charter School - Far Rockaway,6.7153846153846155
Q376,P.S. 376,7.154320987654321
Q377,P.S. 377,7.296296296296297
Q377,P.S. 377,7.296296296296297
Q379,College Point Collaborative,6.471264367816092
Q380,Forte Preparatory Academy Charter School,7.611111111111111
Q384,P.S. 384,6.780487804878049
Q385,Elm Community Charter School,7.234567901234568
Q386,Our World Neighborhood Charter School 2,7.205128205128205
Q387,Valence College Preparatory Charter School,7.142857142857143
Q398,P.S. 398,7.290322580645161
Q400,August Martin High School,7.008771929824562
Q410,Beach Channel High School,7.578947368421052
Q415,Benjamin N. Cardozo High School,8.25
Q420,Springfield Gardens Hs,7.329787234042553
Q425,John Bowne High School,7.416666666666667
Q430,Francis Lewis High School,6.857142857142857
Q435,Martin Van Buren High School,6.991379310344827
Q440,Forest Hills High School,7.241758241758242
Q445,William Cullen Bryant High School,7.316582914572864
Q450,Long Island City High School,7.135338345864661
Q455,Newtown High School,7.75
Q460,Flushing High School,7.0
Q465,Far Rockaway High School,7.024793388429752
Q470,Jamaica High School,7.497907949790795
X002,P.S. 002 Morrisania,7.400749063670412
Q475,Richmond Hill High School,6.438144329896907
Q480,John Adams High School,7.2
Q480,John Adams High School,7.2
Q485,Grover Cleveland High School,7.32258064516129
Q492,"Mathematics, Science Research and Technology Magne",6.872093023255814
Q494,"Law, Government and Community Service High School",6.872093023255814
Q495,Bayside High School,6.536231884057971
Q496,"Business, Computer Applications & Entrepreneurship",6.872093023255814
Q498,Humanities & Arts Magnet High School,6.872093023255814
Q499,"The Queens College School for Math, Science and Te",7.448275862068965
Q501,Frank Sinatra School of the Arts High School,7.003846153846154
Q502,Information Technology High School,6.755102040816326
Q505,Hillcrest High School,7.506172839506172
Q520,Middle College High School at LaGuardia Community,7.0
Q525,Townsend Harris High School,7.4363636363636365
Q530,International High School at LaGuardia Community C,7.0
Q540,Queens Academy High School,6.973684210526316
Q550,High School for Arts and Business,7.333333333333333
Q555,Newcomers High School,6.728813559322034
Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",6.931034482758621
Q566,"Queens High School of Teaching, Liberal Arts and t",6.884615384615385
Q575,Academy of American Studies,6.73109243697479
Q580,Baccalaureate School for Global Education,6.99203187250996
Q585,Maspeth High School,9.0
Q600,Queens Technical High School,7.108391608391608
Q610,Aviation Career & Technical Education High School,7.113475177304965
Q620,Thomas A. Edison Career and Technical Education Hi,7.510548523206751
Q650,"High School for Construction Trades, Engineering a",7.128205128205129
Q670,Robert F. Kennedy Community High School,6.84180790960452
Q680,Queens Gateway to Health Sciences Secondary School,7.412451361867705
Q686,Queens Metropolitan High School,7.183098591549296
Q687,Queens High School for the Sciences at York Colleg,7.614035087719298
Q690,High School for Law Enforcement and Public Safety,7.1466666666666665
Q704,Merrick Academy - Queens Public Charter School,7.125
Q705,Renaissance Charter School,7.43956043956044
Q706,Our World Neighborhood Charter School,7.019157088122605
Q721,John F. Kennedy Jr. School,7.379032258064516
Q744,VOYAGES Preparatory,7.7254901960784315
Q752,Queens Transition Center,7.415929203539823
Q792,North Queens Community High School,7.020618556701031
Q811,P.S. Q811,7.368421052631579
Q877,The 51 Avenue Academy (The Path To Academic Excell,7.666666666666667
Q896,"Young Women's Leadership School, Queens",7.502057613168724
Q993,P.S. Q993,7.89
R001,P.S. 001 Tottenville,
R002,I.S. R002 George L. Egbert,6.291891891891892
R003,P.S. 003 The Margaret Gioiosa School,
R004,P.S. 004 Maurice Wollin,7.118811881188119
R005,P.S. 005 Huguenot,7.5
R006,P.S. 6 Corporal Allan F. Kivlehan School,
R007,I.S. 007 Elias Bernstein,6.555555555555555
R008,P.S. 8 Shirlee Solomon,7.372670807453416
R009,Naples Street Elementary School,6.589743589743589
R010,Fort Hill Collaborative Elementary School,
R011,P.S. 11 Thomas Dongan School,5.907407407407407
R012,New Ventures Charter School,8.466666666666667
R013,P.S. 013 M. L. Lindemeyer,7.518518518518518
R014,P.S. 014 Cornelius Vanderbilt,8.5
R016,P.S. 016 John J. Driscoll,
R018,P.S. 018 John G. Whittier,6.5
R019,P.S. 019 The Curtis School,6.3076923076923075
R020,P.S. 020 Port Richmond,
R021,P.S. 21 Margaret Emery-Elm Park,
R022,P.S. 022 Graniteville,
R023,P.S. 023 Richmondtown,7.366666666666666
R024,I.S. 024 Myra S. Barnes,7.046511627906977
R025,South Richmond High School I.S./P.S. 25,
R026,P.S. 026 The Carteret School,7.25
R027,I.S. 027 Anning S. Prall,6.4375
R028,The Eagle Academy for Young Men of Staten Island,7.25
R029,P.S. 029 Bardwell,7.416666666666667
R030,P.S. 030 Westerleigh,7.479166666666667
R031,P.S. 031 William T. Davis,
R032,P.S. 032 The Gifford School,7.2684824902723735
R034,I.S. 034 Tottenville,
R035,P.S. 35 The Clove Valley School,6.8125
R036,P.S. 036 J. C. Drumgoole,7.4397590361445785
R037,The David Marquis School of the Arts,7.12280701754386
R038,P.S. 038 George Cromwell,6.229946524064171
R039,P.S. 39 Francis J. Murphy Jr.,7.142857142857143
R041,The Stephanie A. Vierno School,6.947368421052632
R042,P.S. 042 Eltingville,7.538860103626943
R044,P.S. 044 Thomas C. Brown,
R045,P.S. 045 John Tyler,6.951219512195122
R046,P.S. 046 Albert V. Maniscalco,6.7272727272727275
R047,CSI High School for International Studies,7.285714285714286
R048,P.S. 048 William G. Wilcox,6.72093023255814
R049,I.S. 49 Berta A. Dreyfus,7.25
R050,P.S. 050 Frank Hankinson,7.109589041095891
R051,I.S. 051 Edwin Markham,8.0
R052,P.S. 052 John C. Thompson,5.142857142857143
R053,The Barbara Esselborn School,6.479166666666667
R054,P.S. 054 Charles W. Leng,8.020408163265307
R055,P.S. 055 Henry M. Boehm,7.36
R056,P.S. 56 The Louis Desario School,7.930232558139535
R057,P.S. 057 Hubert H. Humphrey,6.883720930232558
R058,Space Shuttle Columbia School,7.0588235294117645
R059,The Harbor View School,
R060,P.S. 060 Alice Austen,8.194444444444445
R061,I.S. 061 William A Morris,7.15625
R062,The Kathleen Grimm School for Leadership and Susta,7.886363636363637
R063,Marsh Avenue School for Expeditionary Learning,7.285714285714286
R064,Gaynor McCown Expeditionary Learning School,7.285714285714286
R065,P.S. 65 The Academy of Innovative Learning,
R067,John W. Lavelle Preparatory Charter School,8.466666666666667
R068,Port Richmond School for Visionary Learning,8.333333333333334
R069,P.S. 069 Daniel D. Tompkins,6.891891891891892
R070,Lois and Richard Nicotra Early College Charter Sch,7.470588235294118
R071,Staten Island Community Charter School,
R072,I.S. 072 Rocco Laurie,6.891891891891892
R073,New World Preparatory Charter School,
R074,P.S. 74 Future Leaders Elementary School,
R075,I.S. 075 Frank D. Paulo,7.659090909090909
R076,Bridge Preparatory Charter School,7.518518518518518
R077,Hellenic Classical Charter School - Staten Island,8.075
R078,P.S. 78,8.5
R080,The Michael J. Petrides School,7.518518518518518
R373,P.S. R373,
R440,New Dorp High School,6.86036036036036
R445,Port Richmond High School,
R450,Curtis High School,
R455,Tottenville High School,7.876404494382022
R460,Susan E. Wagner High School,7.983870967741935
R470,Concord High School,6.948717948717949
R600,Ralph R. McKee Career and Technical Education High,
R605,Staten Island Technical High School,7.436046511627907
R721,The Richard H. Hungerford School,8.222222222222221
R861,Staten Island School of Civic Leadership,8.25
X001,P.S. 001 Courtlandt School,7.100806451612903
X003,P.S. 3 Raul Julia Micro Society,7.866666666666666
X004,P.S./M.S. 004 Crotona Park West,7.658914728682171
X005,P.S. 5 Port Morris,7.0041322314049586
X006,P.S. 006 West Farms,7.591549295774648
X007,Milton Fein School,
X008,P.S. 008 Isaac Varian,7.142857142857143
X009,P.S. 9 Ryer Avenue Elementary School,8.375
X010,P.S. X010,7.012244897959183
X011,P.S. 011 Highbridge,7.40625
X012,P.S. X012 Lewis and Clark School,7.241935483870968
X014,P.S. X014 Senator John Calandra,6.9033613445378155
X015,P.S. X015 Institute for Environmental Learning,7.923076923076923
X016,P.S. 016 Wakefield,7.078651685393258
X017,P.S. X017,7.052238805970149
X018,P.S. 018 John Peter Zenger,7.078651685393258
X019,P.S. 019 Judith K. Weiss,7.025
X020,"PS/MS 20 P.O.George J. Werdann, III",6.875
X021,P.S. 021 Philip H. Sheridan,7.227513227513228
X022,J.H.S. 022 Jordan L. Mott,7.274590163934426
X023,P.S. 023 The New Children's School,8.25
X024,P.S. 024 Spuyten Duyvil,
X025,P.S. 025 Bilingual School,7.065217391304348
X028,P.S. 028 Mount Hope,7.731343283582089
X029,P.S./M.S. 029 Melrose School,7.105769230769231
X030,P.S. 030 Wilton,6.78494623655914
X031,P.S./M.S. 031 The William Lloyd Garrison,7.156626506024097
X032,P.S. 032 Belmont,6.0
X033,P.S. 033 Timothy Dwight,8.0
X035,P.S. 035 Franz Siegel,7.196491228070175
X036,P.S. 036 Unionport,6.886792452830188
X037,P.S. X037 - Multiple Intelligence School,
X039,PS 39,7.206572769953052
X041,P.S. 041 Gun Hill Road,6.764705882352941
X042,P.S. 042 Claremont,7.468926553672317
X043,P.S. 043 Jonas Bronck,6.611111111111111
X044,P.S. 044 David C. Farragut,7.715686274509804
X045,Thomas C. Giordano Middle School 45,
X046,P.S. 046 Edgar Allan Poe,
X047,P.S. 047 John Randolph,7.127659574468085
X048,P.S. 048 Joseph R. Drake,7.604651162790698
X049,P.S. 049 Willis Avenue,6.664
X050,P.S. 050 Clara Barton,7.61864406779661
X051,The Bronx STEM and Arts Academy,7.5
X053,P.S. 053 Basheer Quisim,7.2552301255230125
X054,P.S./I.S. 54,
X055,P.S. 055 Benjamin Franklin,7.419213973799127
X056,P.S. 056 Norwood Heights,6.673469387755102
X057,P.S. 057 Crescent,7.388888888888889
X058,P.S. 058,7.803571428571429
X059,P.S. 059 The Community School of Technology,8.25
X061,P.S. 061 Francisco Oller,7.606451612903226
X062,P.S. 062 Inocensio Casanova,7.1085714285714285
X063,P.S. 063 Author's Academy,7.400749063670412
X064,P.S. 064 Pura Belpre,7.415584415584416
X065,P.S. 065 Mother Hale Academy,6.781914893617022
